word	1810s	1820s	1830s	1840s	1850s	1860s	1870s	1880s	1890s	1900s	1910s	1920s	1930s	1940s	1950s	1960s	1970s	1980s	1990s	2000s	total
broadcasts	0	0	0	0	0	0	0	0	0	0	0	0.467767943130021	4.71494595188357	12.11600727864	9.32986664279742	5.92228494098068	7.13830092733667	6.9916319251028	4.50941582128541	4.12616737561212	55.3163888067687
oversight	0.846593097726474	2.02102647068292	1.81493631606259	2.99095367367935	3.15693953896176	3.28351921961068	2.31652764358229	3.74090032149593	2.86396046996718	3.30352722126795	2.51094264399089	1.94903309637509	1.42261300272349	1.14999391119295	1.67041280504233	1.37630565529833	3.19124041457404	3.87107304327725	4.43783779237612	7.2715244734148	55.1898608113024
granddaughter	0	1.58794936982229	0.217792357927511	1.05929609276144	1.45704901798235	2.22810232759296	1.77780028460966	1.18133694363029	1.74750130370878	3.43928861392279	2.33473614265819	4.63869876937271	3.78008597866528	3.49105294469289	3.34082561008467	1.91848667102191	2.85532037093467	4.1475782606542	6.4420226018363	7.17006134122762	54.8149850031065
midsummer	0	0.86615420172125	1.81493631606259	4.36180744078239	6.49601020517132	3.45942203494696	3.98658245639743	4.23312404800855	3.54354431029837	3.1677658286131	3.25982027465484	2.2608783917951	2.27618080435759	2.99819841132448	2.20005588956795	2.1270178309156	2.01552026183624	2.13304024833645	1.75366170827766	1.58958907093254	54.5433097340004
pocketbook	0	0.144359033620208	1.74233886342009	0.623115348683198	0.607103757492647	2.63854223004429	2.90912773845218	3.54401083089088	2.62125195556318	2.98675063840664	4.22895603198465	9.0045329052529	4.06460857920997	3.36783931135079	2.97414962849001	2.37725522278802	4.32497056185693	1.8565350309595	2.18312988173341	1.62341011499493	53.8219876651944
schoolboy	1.69318619545295	1.87666743706271	3.48467772684018	2.74170753420607	2.48912540571985	1.64175960980534	1.18520018973978	1.87045016074796	2.96104387572877	3.03200443595825	3.4800784013207	3.66418222118516	4.43042335133887	3.61426657803499	3.7889851431448	3.62844218215013	2.5194003272953	2.05403875765732	1.75366170827766	1.86015742343169	53.7694586650985
cockpit	0	0	0.362987263212519	0.311557674341599	0.303551878746323	0.644976989566383	0.269363679486313	0.344556608558835	0.291250217284798	0.271522785309694	2.64309751999041	3.39131758769265	3.25168686336798	3.90176505583323	5.17420551805796	7.13176566836405	4.82885062731599	7.426140123838	6.11992147174448	6.96713507685325	53.6356526095645
sandstone	0	4.33077100860625	0.798571979067541	4.23718437104575	2.97480841171397	1.99356524047791	3.71721877691111	3.44556608558835	2.28146003539758	4.20860317230026	1.98232313999281	3.58622089733016	2.11359646118919	2.79284235575431	1.46670392637863	2.25213652685181	1.93154025092639	1.54052906824299	3.39995637319138	4.46437781623606	53.5179758972025
sandstone	0	4.33077100860625	0.798571979067541	4.23718437104575	2.97480841171397	1.99356524047791	3.71721877691111	3.44556608558835	2.28146003539758	4.20860317230026	1.98232313999281	3.58622089733016	2.11359646118919	2.79284235575431	1.46670392637863	2.25213652685181	1.93154025092639	1.54052906824299	3.39995637319138	4.46437781623606	53.5179758972025
schoolhouse	0	0.721795168101042	0.58077962114003	0.872361488156478	1.63918014523015	1.52449106624781	3.71721877691111	3.93778981210098	4.32021155639116	5.15893292088419	5.68265966797938	3.35233692576515	4.83688420925987	4.06604990028937	3.3815673858174	2.1270178309156	2.05751026729116	1.02701937882866	2.2547079106427	2.06308368780606	53.3215977197583
headlights	0	0	0	0	0	0	0.0538727358972625	0.0492223726512622	0.145625108642399	0.0905075951032314	0.264309751999041	1.48126515324507	3.53620946391268	3.8606938447192	4.4001117791359	6.46446595670426	6.50845084551285	9.20367366411837	8.3030513534779	8.89493458840973	53.2563942135291
windshield	0	0	0	0	0	0	0	0	0	0	0.220258126665867	0.584709928912526	2.07295037539709	2.79284235575431	4.56307888206686	6.29764102878931	6.84437088915222	6.59662447170716	10.1282910906648	12.9196388318347	53.0204059809449
safeguards	0	1.15487226896167	1.30675414756507	1.18391916249808	2.48912540571985	1.52449106624781	2.47814585127408	2.55956337786563	2.37854344115918	2.57946646044209	2.59904589465723	2.2608783917951	3.90202423604158	4.31247716697357	5.58162327538535	4.7128042135973	4.19900054549216	3.59456782590031	2.2547079106427	1.8263363793693	52.8983470215881
footman	7.61933787953827	1.7323084034425	4.28324970590772	3.80100362696751	3.46049141770809	3.22488494783192	3.39398236152754	2.85489761377321	4.66000347655676	5.15893292088419	2.55499426932406	2.53374302528761	1.09744431638669	1.60177723344733	0.896319066120276	0.417062319787372	0.419900054549216	0.750514161451712	0.715780289092922	1.69105220311972	52.8676792927046
earthquakes	2.53977929317942	1.44359033620208	2.10532612663261	2.43014985986447	3.21764991471103	8.61923795147803	2.20878217178776	2.65800812316816	1.55333449218559	3.48454241147441	1.76206501332694	1.91005243444759	1.58519734589189	1.10892270007892	1.10002794478398	2.87773000653286	2.35144030547561	2.76505217376947	4.18731469119359	2.90860978936592	52.8168130855503
backbone	0	0.288718067240417	0.217792357927511	0.498492278946559	0.849945260489706	1.46585679446905	2.26265490768503	2.31345151460932	3.25229409301357	4.16334937474864	4.75757553598273	4.05398884046018	4.71494595188357	3.94283626694727	2.93340785275727	3.08626116642655	3.31721043093881	3.35756335386292	3.57890144546461	3.55120962655141	52.6064551204051
eyebrow	2.53977929317942	0.144359033620208	0.58077962114003	0.623115348683198	0.789234884740441	0.469074174230097	0.377109151280838	0.590668471815146	0.388333623046397	0.950329748583929	0.748877630663949	0.974516548187544	3.08910252019958	3.08034083355255	2.72969897409357	3.41991102225645	4.40895057276677	5.45110285685981	7.22938091983851	13.8666280655817	52.4512932943201
foothold	0.846593097726474	0.86615420172125	2.75870320041514	1.99396911578623	3.52120179345735	3.8698619373983	4.20207339998648	2.75645286847068	4.02896133910637	4.52537975516157	3.30387189998801	3.50825957347516	2.39811906173389	3.24462567800869	1.79263813224055	1.75166174310696	1.67960021819686	2.09353950299688	1.82523973718695	1.42048385062057	52.3873901067844
vineyards	0.846593097726474	2.30974453792333	9.51026629616799	6.6050226960419	2.30699427847206	2.52127368648677	3.39398236152754	2.36267388726059	3.73771112182157	2.26268987758078	1.62991013732742	0.89655522433254	1.54455126009979	1.97141813347363	1.87412168370603	1.25118695936211	1.97353025638132	1.65903130426168	1.3957715637312	2.33365204030521	52.3866804039899
fingertips	0	0	0	0	0	0.0586342717787621	0.21549094358905	0.492223726512622	0	0.226268987758078	0.308361377332214	0.506748605057523	1.86971994643659	2.62855751129818	3.82972691887754	5.75546001306573	5.96258077459887	7.07063341578192	11.0588054664856	12.0402916862124	52.0235036447851
nightgown	2.53977929317942	0	0.145194905285007	0.373869209209919	0.0607103757492647	0.586342717787621	0.592600094869888	0.44300135386136	0.776667246092793	1.35761392654847	1.67396176266059	2.84558832070763	4.75559203767567	5.09283017814022	4.6038206577996	5.33839769327836	4.87084063277091	4.54258571404984	6.65675668856418	4.32909363998649	51.5852464482172
classmates	0	0.288718067240417	0.725974526425037	1.62009990657632	0.546393381743382	1.34858825091153	1.99329122819871	1.72278304279418	1.21354257201999	3.12251203106148	2.02637476532598	1.67616846288257	1.91036603222869	2.1767741890438	3.9926940218085	4.17062319787372	3.19124041457404	4.22657975133333	6.79991274638276	8.75965041216015	51.5122870005846
downhill	0	0	0.217792357927511	0.249246139473279	0.242841502997059	0.293171358893811	0.269363679486313	0.44300135386136	0.533958731688795	0.769314558377467	0.748877630663949	1.01349721011505	2.47941123331808	2.79284235575431	3.7889851431448	5.79716624504447	6.42447083460301	8.49266024800622	8.44620741129648	8.28615579528663	51.2889637899386
landmark	0	0.288718067240417	1.16155924228006	0.934673023024797	0.91065563623897	1.05541689201772	0.700345566664413	1.23055931628155	1.45625108642399	1.94591329471947	2.24663289199185	2.49476236336011	1.66648951747609	2.25891661127187	2.36302299249891	3.08626116642655	5.45870070913981	5.80660956491588	7.40832599211174	7.94794535466269	50.4217592887469
taxpayer	0	0	0	0	0.121420751498529	0.234537087115048	0.0538727358972625	0.639890844466409	1.01937576049679	1.31236012899685	1.45370363599472	4.83360207901022	5.24334506718087	4.84640291145601	7.61871206202235	5.96399117295941	5.41671070368489	3.83157229793769	4.90309498028652	2.80714665717874	50.2997388761823
noonday	1.69318619545295	2.30974453792333	3.77506753741019	6.54271116117358	4.73540930844265	4.39757038340716	3.93270972050017	3.79012269414719	3.10666898437117	2.48895886533886	1.85016826399329	2.53374302528761	1.30067474534719	1.43749238899119	1.26299504771493	1.33459942331959	0.545870070913981	1.38252608688473	0.930514375820799	0.744062969372677	50.0947957858132
greenhouse	0	0.288718067240417	0.435584715855022	1.18391916249808	0.849945260489706	2.05219951225667	1.02358198204799	1.13211457097903	0.922292354735192	2.26268987758078	0.352413002665388	1.05247787204255	1.17873648797089	0.903566644508748	1.10002794478398	1.54313058321328	6.29850081823824	8.09765279461058	10.2356581340288	8.89493458840973	49.8081443741551
underbrush	0	0.86615420172125	0.508182168497526	0.810049953288158	1.27491789073456	1.93493096869915	2.96300047434944	3.54401083089088	3.00958557860957	5.65672469395196	3.83249140398609	3.97602751660518	3.12974860599168	3.44998173357886	2.32228121676617	2.87773000653286	1.63761021274194	3.31806260852336	2.2547079106427	2.29983099624282	49.6660289723542
ballroom	0	0	0.362987263212519	0.373869209209919	0.121420751498529	0.410439902451335	0.861963774356201	1.27978168893282	2.23291833251678	3.7560651967841	2.1585296413255	3.00151096841763	3.90202423604158	2.87498477798238	5.54088149965262	5.08816030140593	2.93930038184451	4.89809242210591	4.50941582128541	5.34372496185832	49.656071130882
stepmother	0.846593097726474	0.288718067240417	0.508182168497526	0.249246139473279	4.00688479945147	1.11405116379648	3.4478550974248	3.00256473172699	2.03875152099358	7.82890697642951	3.4800784013207	1.13043919589755	2.19488863277339	1.64284844456136	1.95560523517151	1.83507420706444	3.65313047457818	1.8565350309595	3.36416735873673	4.90405138904719	49.3485721328711
workshops	0.846593097726474	0.577436134480834	1.45194905285007	3.61406902236255	1.51775939373162	1.87629669692039	2.20878217178776	4.0362345574035	2.37854344115918	1.76489810451301	1.85016826399329	1.32534250553506	1.01615214480249	1.39642117787716	1.18151149624945	1.20948072738338	3.14925040911912	4.38458273269158	7.73042712220356	5.51283018217029	49.0287284349608
workshops	0.846593097726474	0.577436134480834	1.45194905285007	3.61406902236255	1.51775939373162	1.87629669692039	2.20878217178776	4.0362345574035	2.37854344115918	1.76489810451301	1.85016826399329	1.32534250553506	1.01615214480249	1.39642117787716	1.18151149624945	1.20948072738338	3.14925040911912	4.38458273269158	7.73042712220356	5.51283018217029	49.0287284349608
headaches	0	0	0.145194905285007	0.311557674341599	0.607103757492647	1.34858825091153	1.40069113332883	1.62433829749165	1.26208427490079	1.17659873634201	1.40965201066155	1.16941985782505	2.39811906173389	4.55890443365778	6.35571701430741	3.33649855829897	4.74487061640614	4.85859167676635	6.11992147174448	6.0539668871686	48.8818186186643
rainfall	0	0	0	0.0623115348683198	0	0.0586342717787621	1.07745471794525	1.4274488068866	2.62125195556318	4.52537975516157	4.84567878664908	3.74214354504017	6.17820504039916	3.28569688912272	2.64821542262809	4.92133537349099	2.5194003272953	4.66108795006853	2.50523101182523	3.41592545030184	48.4954008390248
overcast	2.53977929317942	2.02102647068292	2.32311848456012	2.55477292960111	3.21764991471103	1.75902815336286	6.84183745895234	1.52589355218913	1.45625108642399	1.22185253389362	1.01318738266299	1.87107177252008	2.39811906173389	2.42320145572801	1.83337990797329	3.00284870246908	2.47741032184038	2.80455291910903	2.43365298291593	2.60422039280437	48.3228547773136
homework	0	0	0	0	0	0	0	0	0.0485417028807996	0	0.13215487599952	0.194903309637509	0.731629544257795	1.39642117787716	4.23714467620494	5.50522262119331	5.33273069277504	7.30763788781931	9.77040094611839	13.5622386690202	48.2190261037839
footprints	0	0.144359033620208	0.435584715855022	1.557788371708	2.30699427847206	2.63854223004429	2.90912773845218	1.91967253339923	2.08729322387438	2.21743608002917	3.78843977865292	4.01500817853268	2.60134949069438	2.13570297792977	1.34447859918041	2.1270178309156	3.19124041457404	3.12055888182554	4.43783779237612	5.03933556529677	48.0177677154328
thanksgiving	1.69318619545295	5.05256617670729	3.55727517948268	4.29949590591407	3.88546404795294	5.21845018830983	3.39398236152754	2.55956337786563	3.20375239013277	1.94591329471947	2.29068451732502	1.59820713902757	1.17873648797089	1.23213633342102	1.26299504771493	2.04360536695812	0.839800109098432	1.06652012416822	0.82314733245686	0.84552610155986	47.9910076777661
drugstore	0	0	0	0	0	0.0586342717787621	0.0538727358972625	0.147667117953787	0.0970834057615992	0.271522785309694	0.660774379997602	0.818593900477537	6.09691286881496	6.57139377824544	9.24838309133194	6.88152827649163	6.55044085096777	2.80455291910903	4.25889272010289	3.28064127405226	47.8008943762922
drugstore	0	0	0	0	0	0.0586342717787621	0.0538727358972625	0.147667117953787	0.0970834057615992	0.271522785309694	0.660774379997602	0.818593900477537	6.09691286881496	6.57139377824544	9.24838309133194	6.88152827649163	6.55044085096777	2.80455291910903	4.25889272010289	3.28064127405226	47.8008943762922
earrings	0	0.288718067240417	0.362987263212519	0.747738418419838	0.728524508991176	0.527708446008859	0.915836510253463	1.52589355218913	0.970834057615992	1.04083734368716	1.85016826399329	2.1439364060126	2.76393383386278	2.34105903349994	4.07417757327398	3.96209203798003	3.06527039820928	4.34508198735202	7.19359190538387	8.72582936809776	47.5742189752841
playwright	0.846593097726474	0	0	0.560803813814879	0.121420751498529	0.410439902451335	1.34681839743156	0.639890844466409	1.89312641235118	2.17218228247755	2.07042639065915	4.5997181074452	2.80457991965488	3.90176505583323	3.62601804021384	5.75546001306573	4.15701054003724	5.53010434753893	3.61469045991926	3.34828336217705	47.3993317387624
housewives	0	0.288718067240417	0.725974526425037	0.934673023024797	0.667814133241912	1.11405116379648	0.861963774356201	0.935225080373982	1.06791746337759	1.22185253389362	1.98232313999281	3.04049163034514	3.12974860599168	8.78923917840328	5.86681570551453	5.8388724770232	5.41671070368489	2.52804770173208	1.32419353482191	1.52194698280775	47.2565794260473
waterfall	0.846593097726474	1.7323084034425	2.32311848456012	2.43014985986447	2.18557352697353	2.52127368648677	1.7239275487124	2.2150067693068	1.84458470947038	2.08167468737432	2.1585296413255	1.63718780095507	1.95101211802079	1.47856360010522	2.24079766530069	2.54408015070297	1.97353025638132	3.51556633522118	5.33256315374227	4.46437781623606	47.2004193119088
spotlight	0	0	0	0	0	0	0	0	0	0	0.440516253331735	2.06597508215759	3.61750163549688	4.14819232251743	5.66310682685083	3.83697334204382	5.66865073641442	5.53010434753893	7.05043584756528	9.16550294090889	47.1869593348258
landmarks	0.846593097726474	1.15487226896167	2.68610574777264	2.18090372039119	1.88202164822721	2.63854223004429	1.99329122819871	2.31345151460932	2.71833536132478	2.39845127023563	2.33473614265819	3.04049163034514	2.07295037539709	1.68391965567539	2.28153944103343	2.00189913497938	2.85532037093467	2.68605068309034	3.90100257555643	3.38210440623944	47.0525825034014
roadway	0	0.288718067240417	0.362987263212519	0.249246139473279	0.789234884740441	0.762245533123907	2.10103669999324	2.26422914195806	5.09687880248396	4.25385696985188	3.70033652798657	4.5217567835902	3.53620946391268	3.69640900026306	3.05563317995549	1.7933679750857	3.1072604036642	2.84405366444859	2.21891889618806	2.26600995218043	46.9083893493527
undertone	0	0.433077100860625	0.798571979067541	1.12160762762976	2.61054615721838	3.69395912206201	5.11790991023994	4.38079116596234	3.73771112182157	4.07284177964541	3.92059465465244	3.46927891154765	4.02396249341787	1.68391965567539	2.20005588956795	1.58483681519201	0.923780120008275	1.10602086950779	0.858936346911507	1.11609445405902	46.8544961750475
undertakings	2.53977929317942	4.18641197498604	3.12169046362766	2.74170753420607	3.52120179345735	1.75902815336286	2.47814585127408	2.46111863256311	2.81541876708638	3.1677658286131	3.4800784013207	2.37782037757761	2.56070340490228	1.8071332890175	1.83337990797329	1.33459942331959	1.59562020728702	1.69853204960124	0.82314733245686	0.338210440623944	46.6414931264361
birthright	3.3863723909059	3.60897584050521	3.26688536891267	2.61708446446943	3.76404329645441	4.3389361116284	2.5858913230686	3.44556608558835	3.59208601317917	2.80573544820017	1.54180688666107	1.71514912481008	1.01615214480249	1.47856360010522	0.937060841853016	1.37630565529833	1.30169016910257	1.34302534154517	1.03788141918474	1.31902071843338	46.4782322447084
sunbeams	0.846593097726474	4.04205294136584	5.51740640083028	8.22512260261822	6.13174795067573	5.27708446008859	4.36369160767827	3.05178710437826	3.39791920165597	1.53862911675493	1.05723900799616	0.779613238550035	0.447106943713097	0.369640900026306	0.0814835514654796	0.166824927914949	0.25194003272953	0.355506708056074	0.286312115637169	0.236747308436761	46.4244492182981
homeland	0	0	0	0	0	0	0	0	0.145625108642399	0.0905075951032314	0.528619503998082	1.52024581517257	2.52005731911018	3.90176505583323	3.54453448874836	3.83697334204382	6.00457078005379	10.1516915522679	5.65466428383408	8.52290310372339	46.422157948531
highlands	0.846593097726474	1.01051323534146	8.49390195917293	5.79497274275375	1.51775939373162	2.57990795826553	1.50843660512335	1.13211457097903	2.08729322387438	1.85540569961624	1.36560038532838	1.13043919589755	2.23553471856549	1.51963481121926	1.34447859918041	3.04455493444781	2.39343031093053	2.05403875765732	2.50523101182523	1.92779951155648	46.3476407231932
blackmail	0	0	0.0725974526425037	0.12462306973664	0	0.0586342717787621	0.323236415383575	1.03366982567651	3.64062771605997	4.25385696985188	3.39197515065436	2.68966567299762	4.75559203767567	3.7374802113771	4.52233710633412	5.12986653338467	6.29850081823824	2.7255514284299	2.14734086727877	1.42048385062057	46.3260393981208
fingernails	0	0	0	0	0	0	0.161618207691788	0.196889490605049	0.0970834057615992	0.135761392654847	0.396464627998561	0.779613238550035	2.27618080435759	3.81962263360516	5.50013972391988	4.46256682172488	6.25651081278332	5.09559614880373	7.73042712220356	9.33460816122086	46.2430825918808
birthplace	0.846593097726474	0.86615420172125	1.66974141077759	1.99396911578623	1.82131127247794	2.75581077360182	2.47814585127408	2.6087857505169	3.88333623046397	3.1677658286131	2.37878776799137	3.54724023540266	2.19488863277339	2.1767741890438	2.36302299249891	1.91848667102191	2.141490278201	1.93553652163863	2.86312115637169	2.50275726061719	46.1137192385199
vineyard	0.846593097726474	3.03153970602438	7.7679274327479	5.54572660328047	2.12486315122426	3.57669057850449	2.1549094358905	1.87045016074796	3.00958557860957	1.85540569961624	1.54180688666107	1.01349721011505	1.46325908851559	1.51963481121926	1.62967102930959	1.33459942331959	0.755820098188589	0.790014906791276	1.75366170827766	2.23218890811803	45.8178455148879
shipwreck	6.77274478181179	4.90820714308709	4.35584715855022	2.80401906907439	2.67125653296765	3.92849620917706	3.98658245639743	2.01811727870175	3.15521068725197	1.53862911675493	1.93827151465963	1.52024581517257	0.690983458465696	0.451783322254374	0.570384860258357	1.20948072738338	0.629850081823824	0.671512670772585	0.715780289092922	1.14991549812141	45.687318671779
bedtime	0	0	0.362987263212519	0.436180744078239	1.0320763877375	1.87629669692039	1.93941849230145	2.51034100521437	2.33000173827838	2.08167468737432	2.55499426932406	2.1829170679401	2.56070340490228	2.71069993352624	3.09637495568823	2.71090507861792	3.77910049094294	2.52804770173208	4.29468173455753	6.6627456802917	45.6501473326403
seaboard	0	1.29923130258188	0.943766884352548	1.68241144144464	2.00344239972573	2.46263941470801	1.88554575640419	2.16578439665554	4.66000347655676	2.76048165064856	4.317059282651	3.66418222118516	5.28399115297297	4.80533170034198	2.28153944103343	1.75166174310696	0.965770125463197	0.750514161451712	0.787358318002214	1.08227340999662	45.5529882792831
peacetime	0	0	0	0	0	0	0	0	0.0485417028807996	0	0.0881032506663469	0.818593900477537	2.60134949069438	21.9320267348942	7.29277785616043	3.62844218215013	2.77134036002483	3.35756335386292	1.61050565045907	1.28519967437099	45.4344441566416
lawmakers	0	0	0	0.0623115348683198	0.121420751498529	0.234537087115048	0.161618207691788	0.541446099163884	0.728125543211994	1.08609114123878	1.89421988932646	1.44228449131756	1.74778168906029	0.739281800052612	3.09637495568823	4.42086058974614	3.94706051276263	6.79412819840498	8.41041839684184	9.0978608527841	44.5258217407732
overlapping	0	0.144359033620208	0.217792357927511	0.747738418419838	0.364262254495588	0.586342717787621	0.538727358972625	0.639890844466409	1.50479278930479	1.40286772410009	1.18939388399568	1.83209111059258	3.00781034861538	3.32676810023675	3.82972691887754	3.79526711006508	3.27522042548389	4.06857676997507	9.77040094611839	4.19380946373691	44.435838576792
overlapping	0	0.144359033620208	0.217792357927511	0.747738418419838	0.364262254495588	0.586342717787621	0.538727358972625	0.639890844466409	1.50479278930479	1.40286772410009	1.18939388399568	1.83209111059258	3.00781034861538	3.32676810023675	3.82972691887754	3.79526711006508	3.27522042548389	4.06857676997507	9.77040094611839	4.19380946373691	44.435838576792
doorbell	0	0	0.0725974526425037	0	0.303551878746323	0.117268543557524	0.107745471794525	0.147667117953787	0.631042137450395	1.13134493879039	1.27749713466203	2.02699442023009	3.12974860599168	4.80533170034198	4.48159533060138	5.75546001306573	5.2487506818652	4.18707900599376	5.15361808146904	5.51283018217029	44.0901226973266
cocktails	0	0	0.217792357927511	0	0.546393381743382	0.293171358893811	0.161618207691788	0.196889490605049	0.776667246092793	1.35761392654847	1.58585851199424	3.27437560191015	7.39758761416215	5.05175896702618	6.96684365029851	3.83697334204382	3.23323042002896	2.64654993775078	2.326285939552	4.15998841967451	44.0295983739441
fireman	0	0	0.58077962114003	0.810049953288158	2.79267728446618	2.46263941470801	2.04716396409598	1.87045016074796	3.30083579589437	4.16334937474864	2.07042639065915	3.50825957347516	2.23553471856549	2.71069993352624	3.34082561008467	2.62749261466044	2.22547028911085	2.60704919241121	1.93260678055089	2.70568352499155	43.991994197125
wayside	0	0.288718067240417	1.66974141077759	2.80401906907439	2.36770465422132	4.86664455763725	4.63305528716458	3.98701218475224	4.12604474486796	3.84657279188733	3.12766539865532	3.11845295420014	1.86971994643659	1.23213633342102	0.570384860258357	1.33459942331959	0.671840087278746	0.908517142809968	1.10945944809403	1.45430489468296	43.9865932567798
mainstream	0	0	0	0	0	0	0	0	0.0485417028807996	0.0905075951032314	0	0	0	0.082142422228068	0.407417757327398	2.50237391872423	3.94706051276263	7.93964981325233	13.9935046517666	14.9489014755783	43.9600998496236
spacecraft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814835514654796	18.0170922148145	7.18029093279159	4.97709391278504	7.87358318002214	4.76876721279761	43.6316629678656
firearms	0	2.16538550430313	2.0327286739901	1.557788371708	1.0320763877375	0.586342717787621	1.40069113332883	1.23055931628155	2.03875152099358	2.21743608002917	2.37878776799137	2.76762699685262	2.07295037539709	2.46427266684204	3.01489140422275	3.16967363038402	3.73711048548802	2.01453801231775	3.7220575032832	3.95706215530015	43.5607307042385
pipeline	0	0	0	0	0	0	0	0.0492223726512622	0	0	0	0.116941985782505	0.365814772128898	5.09283017814022	3.7889851431448	5.38010392525709	10.7494413964599	6.47812223568847	4.93888399474116	6.56128254810452	43.5216285520989
waterfront	0	0	0	0	0	0	0	0.0492223726512622	0.0970834057615992	0.226268987758078	0.616722754664428	2.49476236336011	3.86137815024948	5.46247107816652	10.185443933185	3.21137986236276	4.82885062731599	4.10807751531464	3.6504794743739	4.2614515518617	43.0535920770254
masterpieces	0	2.74282163878396	0.362987263212519	0.810049953288158	1.21420751498529	1.81766242514163	2.26265490768503	2.41189625991185	2.71833536132478	5.11367912333257	3.17171702398849	3.27437560191015	1.86971994643659	2.25891661127187	2.85192430129179	1.7933679750857	2.39343031093053	2.13304024833645	1.8610287516416	1.72487324718212	42.7866884657411
peanuts	0	0	0	0.0623115348683198	0.182131127247794	1.40722252269029	0.64647283076715	3.98701218475224	0.533958731688795	2.35319747268402	1.45370363599472	1.63718780095507	3.45491729232848	3.90176505583323	4.56307888206686	3.33649855829897	3.35920043639373	3.08105813648598	3.90100257555643	4.59966199248564	42.4603807710977
broadside	2.53977929317942	0.721795168101042	3.62987263212519	4.17487283617743	1.63918014523015	2.69717650182306	2.47814585127408	1.47667117953787	3.00958557860957	2.21743608002917	1.89421988932646	1.91005243444759	1.46325908851559	1.88927571124556	2.52599009542987	1.54313058321328	1.59562020728702	1.18502236018691	2.50523101182523	1.1837365421838	42.2800531897483
evergreen	3.3863723909059	0.86615420172125	3.33948282155517	3.80100362696751	6.13174795067573	3.28351921961068	2.10103669999324	1.91967253339923	2.23291833251678	2.44370506778725	2.11447801599233	1.63718780095507	1.21938257376299	0.780353011166646	0.774093738922057	0.667299711659795	0.965770125463197	1.22452310552648	1.50313860709514	1.8263363793693	42.2181759150457
laymen	0	1.15487226896167	0.217792357927511	3.30251134802095	1.82131127247794	2.57990795826553	1.18520018973978	2.2150067693068	1.31062597778159	2.80573544820017	2.29068451732502	3.00151096841763	3.49556337812058	3.49105294469289	3.46305093728288	4.96304160546972	2.68736034911498	1.34302534154517	0.429468173455753	0.270568352499155	42.0282901586057
evergreens	0.846593097726474	2.74282163878396	4.64623696912024	2.99095367367935	4.85683005994118	2.52127368648677	5.33340085382899	2.6087857505169	1.65041789794719	2.26268987758078	0.969135757329816	1.28636184360756	1.54455126009979	0.657139377824544	0.937060841853016	0.959243335510955	0.713830092733667	0.987518633489095	2.03997382391483	1.45430489468296	42.0091233666581
textbooks	0	0.144359033620208	0.0725974526425037	0.18693460460496	0.121420751498529	0.0586342717787621	0.161618207691788	0.295334235907573	1.40770938354319	1.94591329471947	2.11447801599233	1.98801375830259	2.60134949069438	3.08034083355255	3.95195224607576	5.8388724770232	3.6951204800331	3.98957527929595	5.5115082260155	4.8364093009224	42.0021413439148
makeshift	0	0	0	0	0.182131127247794	0.469074174230097	0.538727358972625	1.52589355218913	1.21354257201999	1.94591329471947	2.64309751999041	1.52024581517257	2.43876514752598	2.75177114464028	2.32228121676617	3.00284870246908	3.65313047457818	5.60910583821806	5.0462510381051	7.10241925310283	41.9651982299478
workingmen	0	0	0.0725974526425037	0.18693460460496	0.182131127247794	1.231319707354	5.54889179741804	8.56469284131962	7.28125543211994	4.97791773067773	4.00869790531879	2.53374302528761	2.64199557648648	1.8071332890175	1.05928616905124	0.458768551766109	0.797810103643511	0.237004472037383	0.0357890144546461	0.236747308436761	41.8627161088846
churchyard	0.846593097726474	0.721795168101042	3.33948282155517	2.61708446446943	4.55327818119485	2.99034786071687	2.80138226665765	3.19945422233204	4.02896133910637	3.03200443595825	1.62991013732742	1.32534250553506	1.78842777485239	1.31427875564909	1.46670392637863	0.625593479681057	0.965770125463197	0.987518633489095	2.50523101182523	1.11609445405902	41.8552546620783
doorways	0	0.433077100860625	0.362987263212519	0.685426883551518	0.667814133241912	0.879514076681432	1.18520018973978	1.67356067014291	2.57271025268238	2.08167468737432	2.73120077065675	2.88456898263513	3.41427120653638	3.28569688912272	3.46305093728288	2.29384275883054	2.89731037638959	3.63406857123987	3.57890144546461	3.11153605374029	41.8364132493862
layman	0	1.01051323534146	0.798571979067541	0.623115348683198	1.27491789073456	1.05541689201772	1.2929456615343	1.57511592484039	1.31062597778159	2.62472025799371	3.43602677598753	4.4827761216627	3.61750163549688	4.47676201142971	4.4001117791359	3.5867359501714	2.60338033820514	2.13304024833645	0.858936346911507	0.608778793123099	41.7699931684548
marketplace	0	0.288718067240417	0.0725974526425037	0.18693460460496	0.182131127247794	0.175902815336286	0.0538727358972625	0.0492223726512622	0.194166811523198	0.31677658286131	0.528619503998082	0.467767943130021	0.121938257376299	0.287498477798238	1.50744570211137	2.16872406289433	4.40895057276677	8.92716844674142	13.1703573193098	8.52290310372339	41.6316959598547
undergrowth	0	1.01051323534146	1.9601312213476	2.61708446446943	2.36770465422132	2.69717650182306	3.12461868204123	2.65800812316816	2.23291833251678	2.62472025799371	2.24663289199185	2.96253030649013	2.92651817703118	1.9303469223596	0.896319066120276	1.66824927914949	1.46965019092226	2.25154248435514	1.64629466491372	2.16454681999324	41.4555062762496
